Run,Assay Type,AvgSpotLen,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Breed,Center Name,collected_by,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,env_biome,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,Depth
SRR7236020,WGS,300,Iliana Baums,PRJNA473816,SAMN09283708,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-07,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142300,Belize,North America,Belize,Illumina HiSeq 2500,13801,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Apalm_BE_13801,PAIRED,RANDOM,GENOMIC,5499,2721,Acropora palmata,ILLUMINA,2018-10-22T00:00:00Z,SRS3356094,Apalm_BE_13801,SRP149363,whole animal,
SRR7236021,WGS,300,Iliana Baums,PRJNA473816,SAMN09283705,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-10-30,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142299,uncalculated,uncalculated,Virgin Islands,Illumina HiSeq 2500,13738,"Virgin Islands (provided by Iliana Baums\, Pennsylvania State University)",Acerv_VI_13738,PAIRED,RANDOM,GENOMIC,4247,2139,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356093,Acerv_VI_13738,SRP149363,whole animal,
SRR7236022,WGS,300,Iliana Baums,PRJNA473816,SAMN09283706,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-10-31,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142298,uncalculated,uncalculated,Virgin Islands,Illumina HiSeq 2500,13758,"Virgin Islands (provided by Iliana Baums\, Pennsylvania State University)",Acerv_VI_13758,PAIRED,RANDOM,GENOMIC,4232,2102,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356092,Acerv_VI_13758,SRP149363,whole animal,
SRR7236023,WGS,300,Iliana Baums,PRJNA473816,SAMN09283734,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2003-01-27,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142297,Bahamas,North America,Bahamas,Illumina HiSeq 2500,1667,"Bahamas (provided by Iliana Baums\, Pennsylvania State University)",Aprol_BA_1667,PAIRED,RANDOM,GENOMIC,4117,2046,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356112,Aprol_BA_1667,SRP149363,whole animal,
SRR7236024,WGS,300,Iliana Baums,PRJNA473816,SAMN09283740,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2003-07-29,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142296,USA,North America,USA: Florida,Illumina HiSeq 2500,1302,"Florida (provided by Iliana Baums\, Pennsylvania State University)",Aprol_FL_1302,PAIRED,RANDOM,GENOMIC,3493,1733,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356091,Aprol_FL_1302,SRP149363,whole animal,
SRR7236025,WGS,300,Iliana Baums,PRJNA473816,SAMN09283736,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-05,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142295,Belize,North America,Belize,Illumina HiSeq 2500,13799,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Aprol_BE_13799,PAIRED,RANDOM,GENOMIC,4002,1989,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356100,Aprol_BE_13799,SRP149363,whole animal,
SRR7236026,WGS,300,Iliana Baums,PRJNA473816,SAMN09283739,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2016-02-04,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142294,uncalculated,uncalculated,Curacao,Illumina HiSeq 2500,13913,"Curacao (provided by Iliana Baums\, Pennsylvania State University)",Aprol_CU_13913,PAIRED,RANDOM,GENOMIC,3914,1933,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356089,Aprol_CU_13913,SRP149363,whole animal,
SRR7236027,WGS,300,Iliana Baums,PRJNA473816,SAMN09283690,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2012-09-13,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142293,Belize,North America,Belize,Illumina HiSeq 2500,8867,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_8867,PAIRED,RANDOM,GENOMIC,3424,1718,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356088,Acerv_BE_8867,SRP149363,whole animal,5
SRR7236028,WGS,300,Iliana Baums,PRJNA473816,SAMN09283689,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-08,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142292,Belize,North America,Belize,Illumina HiSeq 2500,13837,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_13837,PAIRED,RANDOM,GENOMIC,4960,2481,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356087,Acerv_BE_13837,SRP149363,whole animal,
SRR7236029,WGS,300,Iliana Baums,PRJNA473816,SAMN09283692,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Nicole Fogarty\, Nova Southeastern University",2016-02-02,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142291,uncalculated,uncalculated,Curacao,Illumina HiSeq 2500,13903,"Curacao (provided by Nicole Fogarty\, Nova Southeastern University)",Acerv_CU_13903,PAIRED,RANDOM,GENOMIC,5114,2514,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356086,Acerv_CU_13903,SRP149363,whole animal,
SRR7236030,WGS,300,Iliana Baums,PRJNA473816,SAMN09283691,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Nicole Fogarty\, Nova Southeastern University",2016-02-02,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142290,uncalculated,uncalculated,Curacao,Illumina HiSeq 2500,13901,"Curacao (provided by Nicole Fogarty\, Nova Southeastern University)",Acerv_CU_13901,PAIRED,RANDOM,GENOMIC,3930,1979,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356085,Acerv_CU_13901,SRP149363,whole animal,
SRR7236031,WGS,300,Iliana Baums,PRJNA473816,SAMN09283686,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-07,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142289,Belize,North America,Belize,Illumina HiSeq 2500,13792,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_13792,PAIRED,RANDOM,GENOMIC,3302,1655,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356084,Acerv_BE_13792,SRP149363,whole animal,
SRR7236032,WGS,300,Iliana Baums,PRJNA473816,SAMN09283685,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-06,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142288,Belize,North America,Belize,Illumina HiSeq 2500,13786,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_13786,PAIRED,RANDOM,GENOMIC,3621,1811,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356083,Acerv_BE_13786,SRP149363,whole animal,
SRR7236033,WGS,300,Iliana Baums,PRJNA473816,SAMN09283688,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-08,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142287,Belize,North America,Belize,Illumina HiSeq 2500,13827,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_13827,PAIRED,RANDOM,GENOMIC,4812,2363,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356082,Acerv_BE_13827,SRP149363,whole animal,
SRR7236034,WGS,300,Iliana Baums,PRJNA473816,SAMN09283687,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-07,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142286,Belize,North America,Belize,Illumina HiSeq 2500,13797,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Acerv_BE_13797,PAIRED,RANDOM,GENOMIC,3162,1579,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356081,Acerv_BE_13797,SRP149363,whole animal,
SRR7236035,WGS,300,Iliana Baums,PRJNA473816,SAMN09283735,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Iliana Baums\, Pennsylvania State University",2015-11-05,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142285,Belize,North America,Belize,Illumina HiSeq 2500,13778,"Belize (provided by Iliana Baums\, Pennsylvania State University)",Aprol_BE_13778,PAIRED,RANDOM,GENOMIC,4174,2075,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356080,Aprol_BE_13778,SRP149363,whole animal,
SRR7236036,WGS,300,Iliana Baums,PRJNA473816,SAMN09283694,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Nicole Fogarty\, Nova Southeastern University",2016-02-04,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Adult,coral reef,SRX4142284,uncalculated,uncalculated,Curacao,Illumina HiSeq 2500,13917,"Curacao (provided by Nicole Fogarty\, Nova Southeastern University)",Acerv_CU_13917,PAIRED,RANDOM,GENOMIC,4746,2332,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356079,Acerv_CU_13917,SRP149363,whole animal,
SRR7236037,WGS,300,Iliana Baums,PRJNA473816,SAMN09283693,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Nicole Fogarty\, Nova Southeastern University",2016-02-02,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Adult,coral reef,SRX4142283,uncalculated,uncalculated,Curacao,Illumina HiSeq 2500,13905,"Curacao (provided by Nicole Fogarty\, Nova Southeastern University)",Acerv_CU_13905,PAIRED,RANDOM,GENOMIC,4270,2122,Acropora cervicornis,ILLUMINA,2018-10-22T00:00:00Z,SRS3356078,Acerv_CU_13905,SRP149363,whole animal,
SRR7236038,WGS,300,Iliana Baums,PRJNA473816,SAMN09283746,Invertebrate,not applicable,PENNSYLVANIA STATE UNIVERSITY,"Nicole Fogarty\, Nova Southeastern University",2010-06-04,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Adult,coral reef,SRX4142282,uncalculated,uncalculated,Virgin Islands,Illumina HiSeq 2500,1839,"Virgin Islands (provided by Nicole Fogarty\, Nova Southeastern University)",Aprol_VI_1839,PAIRED,RANDOM,GENOMIC,3667,1814,Acropora prolifera,ILLUMINA,2018-10-22T00:00:00Z,SRS3356077,Aprol_VI_1839,SRP149363,whole animal,5.49
